co2,co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,cumulative_oil_co2,share_global_co2,share_global_oil_co2,share_global_cumulative_co2,share_global_cumulative_oil_co2,population
0.24,16.158,0.24,16.158,-4.13,-0.01,23.411,23.411,0.0,0.0,0.0,0.01,14858.0
0.238,15.733,0.238,15.733,-1.04,-0.003,23.649,23.649,0.0,0.0,0.0,0.01,15101.0
0.222,14.657,0.222,14.657,-6.46,-0.015,23.871,23.871,0.0,0.0,0.0,0.01,15163.0
0.233,15.421,0.233,15.421,4.65,0.01,24.103,24.103,0.0,0.0,0.0,0.01,15082.0
0.013,0.862,0.013,0.862,-94.48,-0.22,24.116,24.116,0.0,0.0,0.0,0.01,14889.0
0.096,6.575,0.096,6.575,649.34,0.083,24.212,24.212,0.0,0.0,0.0,0.01,14632.0
0.255,17.742,0.255,17.742,165.34,0.159,24.468,24.468,0.0,0.0,0.0,0.01,14387.0
0.26,18.394,0.26,18.394,1.83,0.005,24.728,24.728,0.0,0.0,0.0,0.01,14131.0
0.251,18.051,0.251,18.051,-3.59,-0.009,24.978,24.978,0.0,0.0,0.0,0.01,13882.0
0.251,18.23,0.251,18.23,0.07,0.0,25.229,25.229,0.0,0.0,0.0,0.01,13755.0
0.263,18.946,0.263,18.946,4.92,0.012,25.492,25.492,0.0,0.0,0.0,0.01,13886.0
0.261,18.109,0.261,18.109,-0.89,-0.002,25.753,25.753,0.0,0.0,0.0,0.01,14399.0
0.272,17.718,0.272,17.718,4.22,0.011,26.025,26.025,0.0,0.0,0.0,0.01,15338.0
0.306,18.38,0.306,18.38,12.58,0.034,26.33,26.33,0.0,0.0,0.0,0.01,16645.0
0.294,16.202,0.294,16.202,-3.81,-0.012,26.625,26.625,0.0,0.0,0.0,0.01,18163.0
0.301,15.325,0.301,15.325,2.32,0.007,26.926,26.926,0.0,0.0,0.0,0.01,19648.0
0.207,9.904,0.207,9.904,-31.12,-0.094,27.133,27.133,0.0,0.0,0.0,0.01,20941.0
0.265,12.028,0.265,12.028,27.57,0.057,27.398,27.398,0.0,0.0,0.0,0.01,21998.0
0.311,13.636,0.311,13.636,17.71,0.047,27.709,27.709,0.0,0.0,0.0,0.01,22840.0
0.322,13.714,0.322,13.714,3.53,0.011,28.032,28.032,0.0,0.0,0.0,0.01,23512.0
0.322,13.397,0.322,13.397,0.0,0.0,28.354,28.354,0.0,0.0,0.0,0.01,24067.0
0.326,13.272,0.326,13.272,1.14,0.004,28.68,28.68,0.0,0.0,0.0,0.01,24571.0
0.337,13.474,0.337,13.474,3.37,0.011,29.017,29.017,0.0,0.0,0.0,0.01,25017.0
0.348,13.704,0.348,13.704,3.26,0.011,29.365,29.365,0.0,0.0,0.0,0.01,25399.0
0.348,13.539,0.348,13.539,0.0,0.0,29.714,29.714,0.0,0.0,0.0,0.01,25709.0
0.34,13.076,0.34,13.076,-2.39,-0.008,30.053,30.053,0.0,0.0,0.0,0.01,25983.0
0.301,11.466,0.301,11.466,-11.51,-0.039,30.354,30.354,0.0,0.0,0.0,0.01,26221.0
13.633,3.12,2.813,0.644,-29.41,-5.681,486.21,67.084,0.06,0.03,0.06,0.02,4369320.0
15.029,3.55,1.594,0.376,10.24,1.395,501.239,68.678,0.07,0.02,0.06,0.02,4233673.0
12.581,3.084,1.345,0.33,-16.29,-2.448,513.82,70.022,0.06,0.01,0.06,0.02,4078940.0
3.205,0.814,1.61,0.409,-74.52,-9.376,517.025,71.633,0.01,0.02,0.06,0.02,3936527.0
3.402,0.888,1.654,0.432,6.15,0.197,520.427,73.287,0.01,0.02,0.06,0.02,3829049.0
4.24,1.126,1.709,0.454,24.62,0.837,524.666,74.996,0.02,0.02,0.06,0.02,3764419.0
8.366,2.239,1.762,0.472,97.33,4.126,533.032,76.758,0.03,0.02,0.05,0.02,3736070.0
10.551,2.825,2.154,0.577,26.12,2.185,543.583,78.913,0.04,0.02,0.05,0.02,3734338.0
10.333,2.76,2.132,0.57,-2.06,-0.217,553.916,81.045,0.04,0.02,0.05,0.02,3743353.0
13.702,3.653,3.3,0.88,32.6,3.369,567.618,84.346,0.05,0.03,0.05,0.02,3751176.0
13.263,3.532,3.245,0.864,-3.21,-0.439,580.881,87.591,0.05,0.03,0.05,0.02,3755514.0
14.173,3.77,3.1,0.824,6.86,0.91,595.053,90.691,0.05,0.03,0.05,0.02,3759389.0
14.358,3.816,2.851,0.758,1.31,0.186,609.412,93.541,0.05,0.03,0.05,0.02,3762179.0
15.462,4.108,3.404,0.904,7.69,1.104,624.874,96.945,0.05,0.03,0.05,0.02,3764194.0
16.046,4.262,3.136,0.833,3.77,0.584,640.92,100.082,0.05,0.03,0.05,0.02,3765332.0
17.387,4.618,3.315,0.88,8.36,1.341,658.307,103.397,0.06,0.03,0.05,0.02,3765422.0
17.474,4.644,3.543,0.942,0.5,0.088,675.781,106.94,0.06,0.03,0.05,0.02,3762791.0
19.959,5.316,4.1,1.092,14.22,2.484,695.74,111.04,0.06,0.04,0.05,0.02,3754261.0
20.537,5.497,4.397,1.177,2.9,0.578,716.277,115.437,0.06,0.04,0.05,0.02,3735945.0
21.146,5.707,4.458,1.203,2.96,0.609,737.423,119.895,0.06,0.04,0.05,0.03,3705478.0
23.761,6.49,4.419,1.207,12.37,2.616,761.184,124.314,0.07,0.04,0.06,0.03,3661173.0
22.134,6.14,4.107,1.139,-6.85,-1.627,783.318,128.42,0.06,0.04,0.06,0.03,3604972.0
21.801,6.154,4.005,1.13,-1.51,-0.333,805.119,132.425,0.06,0.03,0.06,0.03,3542598.0
19.312,5.546,4.093,1.175,-11.42,-2.489,824.431,136.518,0.05,0.04,0.06,0.03,3482106.0
18.46,5.383,4.254,1.24,-4.41,-0.851,842.891,140.772,0.05,0.04,0.06,0.03,3429362.0
21.734,6.418,4.837,1.428,17.73,3.274,864.625,145.609,0.06,0.04,0.06,0.03,3386263.0
21.819,6.51,4.554,1.359,0.39,0.085,886.444,150.163,0.06,0.04,0.06,0.03,3351534.0
22.075,6.641,4.639,1.396,1.17,0.256,908.519,154.803,0.06,0.04,0.06,0.03,3323929.0
24.847,7.527,4.706,1.426,12.56,2.772,933.366,159.509,0.07,0.04,0.06,0.03,3300998.0
21.418,6.528,4.373,1.333,-13.8,-3.429,954.784,163.882,0.06,0.04,0.06,0.03,3280815.0
2.634,1.986,0.916,0.691,-2.44,-0.066,20.189,1.869,0.01,0.01,0.0,0.0,1326321.0
2.777,2.037,0.834,0.612,5.42,0.143,22.966,2.703,0.01,0.01,0.0,0.0,1363541.0
3.195,2.284,1.271,0.909,15.04,0.418,26.161,3.974,0.01,0.01,0.0,0.0,1399110.0
3.03,2.113,1.077,0.751,-5.16,-0.165,29.191,5.052,0.01,0.01,0.0,0.0,1434061.0
3.045,2.072,1.07,0.728,0.48,0.015,32.236,6.121,0.01,0.01,0.0,0.0,1469173.0
2.755,1.831,1.169,0.777,-9.51,-0.289,34.991,7.29,0.01,0.01,0.0,0.0,1504724.0
2.799,1.817,1.099,0.714,1.6,0.044,37.79,8.389,0.01,0.01,0.0,0.0,1540424.0
3.342,2.12,1.319,0.837,19.37,0.542,41.132,9.708,0.01,0.01,0.0,0.0,1575827.0
3.158,1.961,1.565,0.972,-5.48,-0.183,44.29,11.273,0.01,0.02,0.0,0.0,1610260.0
3.778,2.299,1.726,1.05,19.61,0.619,48.068,12.999,0.01,0.02,0.0,0.0,1643333.0
3.847,2.297,1.843,1.1,1.84,0.07,51.915,14.842,0.02,0.02,0.0,0.0,1674674.0
3.975,2.332,1.887,1.107,3.33,0.128,55.891,16.729,0.02,0.02,0.01,0.0,1704637.0
3.825,2.206,2.023,1.166,-3.78,-0.15,59.716,18.751,0.01,0.02,0.01,0.0,1734387.0
3.895,2.206,1.913,1.083,1.82,0.07,63.611,20.664,0.01,0.02,0.01,0.01,1765533.0
4.093,2.275,1.953,1.086,5.08,0.198,67.703,22.617,0.01,0.02,0.01,0.01,1799077.0
4.133,2.251,2.043,1.113,0.98,0.04,71.836,24.659,0.01,0.02,0.01,0.01,1835911.0
4.228,2.254,2.294,1.223,2.3,0.095,76.065,26.953,0.01,0.02,0.01,0.01,1875458.0
4.503,2.351,2.55,1.331,6.5,0.275,80.568,29.503,0.01,0.02,0.01,0.01,1915636.0
3.855,1.974,2.182,1.117,-14.38,-0.648,84.423,31.685,0.01,0.02,0.01,0.01,1953495.0
4.537,2.283,2.446,1.231,17.68,0.682,88.96,34.131,0.01,0.02,0.01,0.01,1987106.0
4.029,1.999,2.593,1.286,-11.21,-0.508,92.989,36.724,0.01,0.02,0.01,0.01,2015406.0
5.077,2.489,2.744,1.346,26.01,1.048,98.066,39.468,0.01,0.02,0.01,0.01,2039551.0
5.663,2.746,2.884,1.398,11.55,0.586,103.729,42.352,0.02,0.02,0.01,0.01,2062551.0
6.85,3.28,3.001,1.437,20.96,1.187,110.579,45.353,0.02,0.03,0.01,0.01,2088619.0
5.425,2.558,2.517,1.187,-20.81,-1.425,116.004,47.87,0.02,0.02,0.01,0.01,2120716.0
6.334,2.932,2.755,1.276,16.75,0.909,122.338,50.625,0.02,0.02,0.01,0.01,2159925.0
7.059,3.201,2.799,1.27,11.45,0.725,129.397,53.425,0.02,0.02,0.01,0.01,2205076.0
7.561,3.354,2.931,1.3,7.12,0.502,136.958,56.356,0.02,0.02,0.01,0.01,2254067.0
6.925,3.006,2.938,1.275,-8.42,-0.637,143.883,59.294,0.02,0.02,0.01,0.01,2303703.0
6.519,2.772,2.775,1.18,-5.86,-0.406,150.402,62.069,0.02,0.03,0.01,0.01,2351625.0
229.394,1.513,156.7,1.033,4.91,10.736,4879.426,3632.848,0.99,1.62,0.59,1.3,151648007.0
233.601,1.514,163.252,1.058,1.83,4.207,5113.027,3796.1,1.04,1.78,0.6,1.32,154259382.0
244.306,1.558,171.252,1.092,4.58,10.705,5357.333,3967.352,1.07,1.86,0.61,1.33,156849086.0
254.002,1.593,179.162,1.124,3.97,9.696,5611.335,4146.514,1.11,1.94,0.62,1.35,159432717.0
268.678,1.658,190.347,1.175,5.78,14.676,5880.013,4336.861,1.15,2.04,0.64,1.37,162019889.0
289.311,1.758,206.281,1.253,7.68,20.633,6169.324,4543.143,1.2,2.15,0.65,1.4,164614682.0
306.949,1.836,219.833,1.315,6.1,17.638,6476.273,4762.975,1.26,2.25,0.67,1.42,167209046.0
317.359,1.869,229.578,1.352,3.39,10.41,6793.632,4992.553,1.31,2.33,0.68,1.45,169785253.0
327.256,1.899,235.468,1.366,3.12,9.897,7120.888,5228.022,1.33,2.34,0.7,1.47,172318674.0
340.183,1.946,239.488,1.37,3.95,12.927,7461.071,5467.51,1.35,2.33,0.71,1.5,174790339.0
346.166,1.954,241.795,1.365,1.76,5.983,7807.237,5709.305,1.36,2.33,0.73,1.52,177196051.0
347.765,1.937,239.219,1.332,0.46,1.599,8155.002,5948.524,1.34,2.31,0.74,1.54,179537523.0
344.645,1.896,232.434,1.278,-0.9,-3.12,8499.647,6180.958,1.26,2.18,0.76,1.56,181809244.0
361.434,1.964,239.768,1.303,4.87,16.789,8861.081,6420.726,1.26,2.18,0.77,1.57,184006479.0
364.371,1.958,240.221,1.291,0.81,2.937,9225.452,6660.947,1.23,2.16,0.78,1.59,186127108.0
368.871,1.96,242.249,1.287,1.24,4.5,9594.323,6903.196,1.21,2.16,0.79,1.6,188167353.0
390.573,2.054,256.003,1.346,5.88,21.702,9984.896,7159.199,1.24,2.28,0.8,1.62,190130445.0
412.638,2.149,267.239,1.392,5.65,22.065,10397.534,7426.438,1.29,2.39,0.81,1.64,192030362.0
389.775,2.01,262.705,1.355,-5.54,-22.863,10787.309,7689.143,1.23,2.39,0.82,1.66,193886505.0
440.269,2.25,286.08,1.462,12.95,50.494,11227.578,7975.223,1.32,2.53,0.84,1.68,195713637.0
462.58,2.342,303.885,1.538,5.07,22.311,11690.158,8279.108,1.34,2.68,0.85,1.7,197514541.0
498.309,2.5,327.734,1.644,7.72,35.729,12188.467,8606.842,1.42,2.85,0.86,1.73,199287292.0
532.418,2.648,342.338,1.703,6.84,34.109,12720.885,8949.181,1.51,2.95,0.88,1.76,201035904.0
557.901,2.752,356.753,1.76,4.79,25.483,13278.786,9305.934,1.57,3.07,0.9,1.79,202763744.0
529.353,2.589,330.359,1.616,-5.12,-28.548,13808.139,9636.292,1.49,2.78,0.91,1.81,204471759.0
492.748,2.39,312.939,1.518,-6.92,-36.605,14300.887,9949.232,1.39,2.62,0.92,1.83,206163056.0
500.758,2.409,317.82,1.529,1.63,8.01,14801.644,10267.051,1.39,2.62,0.93,1.84,207833825.0
483.685,2.309,305.903,1.46,-3.41,-17.072,15285.33,10572.954,1.32,2.51,0.94,1.86,209469320.0
485.793,2.302,311.676,1.477,0.44,2.108,15771.123,10884.63,1.32,2.55,0.95,1.87,211049519.0
467.384,2.199,305.512,1.437,-3.79,-18.41,16238.506,11190.142,1.34,2.76,0.96,1.89,212559409.0
0.073,4.069,0.073,4.069,11.11,0.007,0.949,0.949,0.0,0.0,0.0,0.0,18007.0
0.084,4.569,0.084,4.569,15.0,0.011,1.033,1.033,0.0,0.0,0.0,0.0,18443.0
0.088,4.682,0.088,4.682,4.35,0.004,1.121,1.121,0.0,0.0,0.0,0.0,18783.0
0.099,5.188,0.099,5.188,12.5,0.011,1.22,1.22,0.0,0.0,0.0,0.0,19068.0
0.11,5.693,0.11,5.693,11.11,0.011,1.33,1.33,0.0,0.0,0.0,0.0,19307.0
0.117,6.01,0.117,6.01,6.67,0.007,1.447,1.447,0.0,0.0,0.0,0.0,19508.0
0.117,5.964,0.117,5.964,0.0,0.0,1.565,1.565,0.0,0.0,0.0,0.0,19660.0
0.121,6.1,0.121,6.1,3.12,0.004,1.685,1.685,0.0,0.0,0.0,0.0,19820.0
0.121,6.038,0.121,6.038,0.0,0.0,1.806,1.806,0.0,0.0,0.0,0.0,20026.0
0.125,6.133,0.125,6.133,3.03,0.004,1.931,1.931,0.0,0.0,0.0,0.0,20313.0
0.128,6.203,0.128,6.203,2.94,0.004,2.059,2.059,0.0,0.0,0.0,0.0,20675.0
0.136,6.416,0.136,6.416,5.71,0.007,2.195,2.195,0.0,0.0,0.0,0.0,21128.0
0.147,6.762,0.147,6.762,8.11,0.011,2.341,2.341,0.0,0.0,0.0,0.0,21674.0
0.161,7.22,0.161,7.22,10.0,0.015,2.503,2.503,0.0,0.0,0.0,0.0,22329.0
0.18,7.77,0.18,7.77,11.36,0.018,2.682,2.682,0.0,0.0,0.0,0.0,23106.0
0.183,7.626,0.183,7.626,2.04,0.004,2.865,2.865,0.0,0.0,0.0,0.0,24022.0
0.187,7.46,0.187,7.46,2.0,0.004,3.052,3.052,0.0,0.0,0.0,0.0,25050.0
0.191,7.301,0.191,7.301,1.96,0.004,3.243,3.243,0.0,0.0,0.0,0.0,26096.0
0.191,7.048,0.191,7.048,0.0,0.0,3.433,3.433,0.0,0.0,0.0,0.0,27035.0
0.198,7.118,0.198,7.118,3.85,0.007,3.631,3.631,0.0,0.0,0.0,0.0,27796.0
0.202,7.114,0.202,7.114,1.85,0.004,3.833,3.833,0.0,0.0,0.0,0.0,28326.0
0.202,7.033,0.202,7.033,0.0,0.0,4.034,4.034,0.0,0.0,0.0,0.0,28654.0
0.202,6.985,0.202,6.985,0.0,0.0,4.236,4.236,0.0,0.0,0.0,0.0,28850.0
0.213,7.332,0.213,7.332,5.45,0.011,4.448,4.448,0.0,0.0,0.0,0.0,28985.0
0.213,7.291,0.213,7.291,0.0,0.0,4.661,4.661,0.0,0.0,0.0,0.0,29148.0
0.213,7.239,0.213,7.239,0.0,0.0,4.873,4.873,0.0,0.0,0.0,0.0,29355.0
0.169,5.7,0.169,5.7,-20.69,-0.044,5.042,5.042,0.0,0.0,0.0,0.0,29567.0
0.161,5.411,0.161,5.411,-4.35,-0.007,5.203,5.203,0.0,0.0,0.0,0.0,29795.0
0.157,5.239,0.157,5.239,-2.39,-0.004,5.36,5.36,0.0,0.0,0.0,0.0,30033.0
0.139,4.605,0.139,4.605,-11.51,-0.018,5.499,5.499,0.0,0.0,0.0,0.0,30237.0
5.305,19.93,1.638,6.152,-14.27,-0.883,167.446,46.457,0.02,0.02,0.02,0.02,266208.0
5.21,19.023,1.261,4.605,-1.8,-0.095,172.656,47.719,0.02,0.01,0.02,0.02,273888.0
4.965,17.625,1.605,5.697,-4.71,-0.245,177.621,49.324,0.02,0.02,0.02,0.02,281684.0
4.69,16.203,1.352,4.671,-5.54,-0.275,182.311,50.676,0.02,0.01,0.02,0.02,289452.0
4.785,16.106,1.089,3.665,2.03,0.095,187.096,51.765,0.02,0.01,0.02,0.02,297112.0
4.741,15.565,1.194,3.918,-0.92,-0.044,191.837,52.958,0.02,0.01,0.02,0.02,304620.0
4.932,15.809,1.279,4.099,4.02,0.19,196.769,54.237,0.02,0.01,0.02,0.02,311962.0
5.159,16.165,1.422,4.455,4.61,0.227,201.928,55.659,0.02,0.01,0.02,0.02,319135.0
3.803,11.659,1.546,4.74,-26.28,-1.356,205.731,57.205,0.02,0.02,0.02,0.02,326214.0
4.591,13.78,0.839,2.518,20.71,0.788,210.322,58.044,0.02,0.01,0.02,0.02,333166.0
4.389,12.909,0.901,2.651,-4.39,-0.202,214.711,58.945,0.02,0.01,0.02,0.02,340037.0
4.254,12.267,0.718,2.071,-3.09,-0.136,218.965,59.663,0.02,0.01,0.02,0.02,346777.0
4.47,12.653,0.838,2.373,5.08,0.216,223.436,60.502,0.02,0.01,0.02,0.02,353295.0
4.873,13.558,1.008,2.803,9.01,0.403,228.309,61.509,0.02,0.01,0.02,0.02,359434.0
4.869,13.337,1.059,2.9,-0.08,-0.004,233.178,62.568,0.02,0.01,0.02,0.01,365112.0
4.738,12.795,0.971,2.622,-2.71,-0.132,237.916,63.539,0.02,0.01,0.02,0.01,370262.0
8.31,22.162,1.847,4.925,75.41,3.572,246.226,65.386,0.03,0.02,0.02,0.01,374967.0
8.991,23.698,2.056,5.418,8.2,0.682,255.217,67.441,0.03,0.02,0.02,0.01,379418.0
7.746,20.176,1.754,4.57,-13.85,-1.246,262.963,69.196,0.02,0.02,0.02,0.01,383902.0
8.061,20.741,1.59,4.092,4.07,0.315,271.024,70.786,0.02,0.01,0.02,0.01,388634.0
9.545,24.244,1.957,4.97,18.41,1.484,280.568,72.742,0.03,0.02,0.02,0.01,393687.0
9.493,23.793,2.066,5.177,-0.54,-0.051,290.062,74.808,0.03,0.02,0.02,0.02,398997.0
7.628,18.863,1.656,4.095,-19.65,-1.865,297.69,76.464,0.02,0.01,0.02,0.02,404414.0
8.926,21.781,1.689,4.122,17.0,1.297,306.616,78.153,0.03,0.01,0.02,0.01,409778.0
6.954,16.761,1.645,3.965,-22.09,-1.971,313.57,79.798,0.02,0.01,0.02,0.01,414914.0
7.544,17.971,1.804,4.296,8.48,0.59,321.114,81.602,0.02,0.02,0.02,0.01,419791.0
9.552,22.503,1.927,4.54,26.62,2.008,330.666,83.529,0.03,0.02,0.02,0.01,424481.0
9.592,22.362,1.905,4.442,0.42,0.04,340.259,85.434,0.03,0.02,0.02,0.02,428960.0
9.958,22.982,1.964,4.532,3.81,0.366,350.217,87.398,0.03,0.02,0.02,0.02,433296.0
10.158,23.22,1.967,4.495,2.01,0.2,360.375,89.365,0.03,0.02,0.02,0.02,437483.0
61.517,7.017,17.438,1.989,-19.79,-15.181,2386.306,855.194,0.26,0.18,0.29,0.31,8767000.0
57.365,6.612,15.167,1.748,-6.75,-4.152,2443.671,870.362,0.25,0.17,0.29,0.3,8676379.0
58.426,6.813,15.301,1.784,1.85,1.061,2502.097,885.662,0.26,0.17,0.29,0.3,8576042.0
56.404,6.656,14.658,1.73,-3.46,-2.022,2558.501,900.32,0.25,0.16,0.28,0.29,8474822.0
57.95,6.916,13.764,1.643,2.74,1.546,2616.451,914.085,0.25,0.15,0.28,0.29,8379305.0
58.501,7.055,13.983,1.686,0.95,0.551,2674.952,928.068,0.24,0.15,0.28,0.28,8291969.0
55.856,6.802,11.349,1.382,-4.52,-2.645,2730.808,939.417,0.23,0.12,0.28,0.28,8211804.0
53.175,6.534,12.227,1.502,-4.8,-2.681,2783.983,951.644,0.22,0.12,0.28,0.28,8137669.0
46.38,5.749,12.047,1.493,-12.78,-6.795,2830.363,963.691,0.19,0.12,0.28,0.27,8067005.0
45.466,5.685,10.66,1.333,-1.97,-0.914,2875.829,974.352,0.18,0.1,0.28,0.27,7997951.0
48.982,6.176,10.955,1.381,7.73,3.516,2924.811,985.306,0.19,0.11,0.27,0.26,7930700.0
46.156,5.868,10.94,1.391,-5.77,-2.826,2970.967,996.246,0.18,0.11,0.27,0.26,7866242.0
50.533,6.475,11.666,1.495,9.48,4.377,3021.501,1007.912,0.18,0.11,0.27,0.25,7804306.0
49.585,6.402,11.719,1.513,-1.88,-0.948,3071.086,1019.631,0.17,0.11,0.27,0.25,7744630.0
50.656,6.59,12.277,1.597,2.16,1.071,3121.742,1031.908,0.17,0.11,0.26,0.25,7686964.0
51.894,6.8,12.713,1.666,2.44,1.238,3173.636,1044.621,0.17,0.11,0.26,0.24,7631020.0
55.74,7.357,12.518,1.652,7.41,3.846,3229.377,1057.139,0.18,0.11,0.26,0.24,7576675.0
54.079,7.188,11.902,1.582,-2.98,-1.661,3283.456,1069.041,0.17,0.11,0.26,0.24,7524084.0
45.815,6.13,11.41,1.527,-15.28,-8.264,3329.27,1080.451,0.14,0.1,0.25,0.23,7473509.0
47.861,6.446,11.004,1.482,4.47,2.046,3377.131,1091.455,0.14,0.1,0.25,0.23,7425011.0
53.176,7.207,10.194,1.382,11.11,5.316,3430.308,1101.649,0.15,0.09,0.25,0.23,7378652.0
48.341,6.591,10.725,1.462,-9.09,-4.836,3478.648,1112.374,0.14,0.09,0.25,0.22,7334007.0
42.68,5.855,9.717,1.333,-11.71,-5.66,3521.329,1122.09,0.12,0.08,0.24,0.22,7290092.0
45.217,6.241,10.655,1.47,5.94,2.536,3566.546,1132.745,0.13,0.09,0.24,0.22,7245648.0
48.276,6.705,11.678,1.622,6.76,3.059,3614.821,1144.423,0.14,0.1,0.24,0.21,7199739.0
45.502,6.362,12.086,1.69,-5.74,-2.773,3660.324,1156.509,0.13,0.1,0.24,0.21,7151948.0
47.582,6.699,12.351,1.739,4.57,2.08,3707.906,1168.86,0.13,0.1,0.23,0.21,7102452.0
43.638,6.188,12.577,1.784,-8.29,-3.945,3751.543,1181.437,0.12,0.1,0.23,0.21,7051610.0
42.223,6.032,13.064,1.866,-3.24,-1.415,3793.766,1194.501,0.12,0.11,0.23,0.21,7000117.0
37.444,5.389,12.125,1.745,-11.32,-4.778,3831.21,1206.626,0.11,0.11,0.23,0.2,6948445.0
0.627,0.069,0.627,0.069,7.55,0.044,9.9,9.9,0.0,0.01,0.0,0.0,9050086.0
0.63,0.068,0.63,0.068,0.58,0.004,10.53,10.53,0.0,0.01,0.0,0.0,9297110.0
0.627,0.066,0.627,0.066,-0.58,-0.004,11.157,11.157,0.0,0.01,0.0,0.0,9552473.0
0.645,0.066,0.645,0.066,2.92,0.018,11.802,11.802,0.0,0.01,0.0,0.0,9816584.0
0.624,0.062,0.612,0.061,-3.22,-0.021,12.426,12.414,0.0,0.01,0.0,0.0,10089880.0
0.705,0.068,0.692,0.067,12.91,0.081,13.131,13.106,0.0,0.01,0.0,0.0,10372734.0
0.804,0.075,0.788,0.074,14.09,0.099,13.935,13.894,0.0,0.01,0.0,0.0,10665552.0
0.859,0.078,0.843,0.077,6.83,0.055,14.794,14.737,0.0,0.01,0.0,0.0,10968722.0
0.916,0.081,0.843,0.075,6.6,0.057,15.709,15.579,0.0,0.01,0.0,0.0,11282696.0
1.03,0.089,0.989,0.085,12.46,0.114,16.739,16.569,0.0,0.01,0.0,0.0,11607951.0
0.991,0.083,0.971,0.081,-3.75,-0.039,17.73,17.54,0.0,0.01,0.0,0.0,11944589.0
1.001,0.082,0.989,0.08,1.03,0.01,18.731,18.529,0.0,0.01,0.0,0.0,12293097.0
1.075,0.085,1.063,0.084,7.31,0.073,19.806,19.591,0.0,0.01,0.0,0.0,12654624.0
1.1,0.084,1.088,0.084,2.38,0.026,20.906,20.68,0.0,0.01,0.0,0.01,13030576.0
1.122,0.084,1.11,0.083,1.99,0.022,22.028,21.79,0.0,0.01,0.0,0.01,13421935.0
1.356,0.098,1.345,0.097,20.89,0.234,23.384,23.134,0.0,0.01,0.0,0.01,13829173.0
1.591,0.112,1.579,0.111,17.28,0.234,24.975,24.714,0.01,0.01,0.0,0.01,14252029.0
1.734,0.118,1.554,0.106,8.97,0.143,26.709,26.267,0.01,0.01,0.0,0.01,14689725.0
1.829,0.121,1.612,0.106,5.51,0.095,28.538,27.879,0.01,0.01,0.0,0.01,15141098.0
2.036,0.13,1.81,0.116,11.34,0.207,30.574,29.689,0.01,0.02,0.0,0.01,15605211.0
2.131,0.132,1.905,0.118,4.64,0.095,32.705,31.595,0.01,0.02,0.0,0.01,16081915.0
2.619,0.158,2.367,0.143,22.9,0.488,35.324,33.962,0.01,0.02,0.0,0.01,16571252.0
2.864,0.168,2.638,0.154,9.35,0.245,38.188,36.6,0.01,0.02,0.0,0.01,17072791.0
2.911,0.166,2.755,0.157,1.66,0.048,41.099,39.355,0.01,0.02,0.0,0.01,17586029.0
3.297,0.182,3.195,0.176,13.24,0.385,44.396,42.55,0.01,0.03,0.0,0.01,18110616.0
3.381,0.181,3.265,0.175,2.55,0.084,47.777,45.815,0.01,0.03,0.0,0.01,18646350.0
3.938,0.205,3.822,0.199,16.47,0.557,51.715,49.636,0.01,0.03,0.0,0.01,19193236.0
4.301,0.218,4.181,0.212,9.22,0.363,56.016,53.817,0.01,0.03,0.0,0.01,19751466.0
4.336,0.213,4.216,0.208,0.82,0.035,60.352,58.033,0.01,0.03,0.0,0.01,20321383.0
3.97,0.19,3.85,0.184,-8.45,-0.366,64.321,61.882,0.01,0.03,0.0,0.01,20903278.0
0.238,0.043,0.224,0.04,14.04,0.029,4.007,3.803,0.0,0.0,0.0,0.0,5564923.0
0.216,0.038,0.198,0.035,-9.23,-0.022,4.223,4.001,0.0,0.0,0.0,0.0,5685569.0
0.227,0.039,0.209,0.036,5.08,0.011,4.45,4.21,0.0,0.0,0.0,0.0,5798054.0
0.234,0.04,0.216,0.037,3.23,0.007,4.685,4.427,0.0,0.0,0.0,0.0,5898964.0
0.238,0.04,0.22,0.037,1.56,0.004,4.923,4.646,0.0,0.0,0.0,0.0,5987044.0
0.242,0.04,0.224,0.037,1.54,0.004,5.165,4.87,0.0,0.0,0.0,0.0,6060110.0
0.249,0.041,0.231,0.038,3.03,0.007,5.414,5.101,0.0,0.0,0.0,0.0,6122130.0
0.249,0.04,0.231,0.037,0.0,0.0,5.663,5.332,0.0,0.0,0.0,0.0,6185564.0
0.253,0.04,0.246,0.039,1.47,0.004,5.916,5.578,0.0,0.0,0.0,0.0,6267132.0
0.271,0.042,0.264,0.041,7.25,0.018,6.187,5.842,0.0,0.0,0.0,0.0,6378871.0
0.205,0.031,0.194,0.03,-24.32,-0.066,6.392,6.036,0.0,0.0,0.0,0.0,6525546.0
0.213,0.032,0.202,0.03,3.57,0.007,6.605,6.238,0.0,0.0,0.0,0.0,6704118.0
0.161,0.023,0.154,0.022,-24.14,-0.051,6.766,6.392,0.0,0.0,0.0,0.0,6909161.0
0.198,0.028,0.191,0.027,22.73,0.037,6.964,6.582,0.0,0.0,0.0,0.0,7131688.0
0.154,0.021,0.147,0.02,-22.22,-0.044,7.118,6.729,0.0,0.0,0.0,0.0,7364857.0
0.183,0.024,0.169,0.022,19.05,0.029,7.301,6.897,0.0,0.0,0.0,0.0,7607850.0
